type,content
link,https://web.archive.org/web/20120304201310/http://www.ox.ac.uk/about_the_university/introducing_oxford/women_at_oxford/index.html
link,http://www.ox.ac.uk/about_the_university/introducing_oxford/women_at_oxford/index.html
link,#cite_ref-70
link,#cite_ref-71
link,http://www.oriel.ox.ac.uk/about-college/college-history
link,https://web.archive.org/web/20180413053243/http://www.oriel.ox.ac.uk/about-college/college-history
link,#cite_ref-72
link,https://www.sant.ox.ac.uk/about-st-antonys/history
link,https://web.archive.org/web/20171201031441/https://www.sant.ox.ac.uk/about-st-antonys/history
link,#cite_ref-73
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F0305498890150302
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/1050413
link,#cite_ref-74
link,https://public.tableau.com/views/UniversityofOxford-StudentStatistics/DetailTable?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no
link,https://web.archive.org/web/20171205183306/https://public.tableau.com/views/UniversityofOxford-StudentStatistics/DetailTable?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no
link,#cite_ref-75
link,https://web.archive.org/web/20170915101523/https://www.ox.ac.uk/about/facts-and-figures/student-numbers?wssl=1
link,https://www.ox.ac.uk/about/facts-and-figures/student-numbers?wssl=1
link,#cite_ref-76
link,https://www.thetimes.co.uk/edition/news/oxford-takeaway-exam-to-help-women-get-firsts-0v0056k8l
link,https://web.archive.org/web/20170611171840/https://www.thetimes.co.uk/edition/news/oxford-takeaway-exam-to-help-women-get-firsts-0v0056k8l
link,#cite_ref-77
link,https://www.telegraph.co.uk/education/2018/01/22/oxford-university-gives-women-time-pass-exams/
link,https://web.archive.org/web/20180123231746/http://www.telegraph.co.uk/education/2018/01/22/oxford-university-gives-women-time-pass-exams/
link,#cite_ref-78
link,https://qz.com/1188135/oxford-gave-female-students-more-time-to-take-tests-it-didnt-work/
link,https://web.archive.org/web/20180124220255/https://qz.com/1188135/oxford-gave-female-students-more-time-to-take-tests-it-didnt-work/
link,#cite_ref-79
link,http://www.some.ox.ac.uk/3606/Dorothy-L-Sayers.html
link,https://web.archive.org/web/20131005002943/http://www.some.ox.ac.uk/3606/Dorothy-L-Sayers.html
link,/wiki/Wayback_Machine
link,#cite_ref-80
link,https://blue-stocking.org.uk/2017/03/09/a-conversation-with-jane-robinson-on-bluestockings/
link,https://web.archive.org/web/20180504225627/https://blue-stocking.org.uk/2017/03/09/a-conversation-with-jane-robinson-on-bluestockings/
link,#cite_ref-81
link,https://www.telegraph.co.uk/education/universityeducation/universities-and-colleges/9912968/Philip-Pullman-campaigns-for-demolition-of-brutal-new-Oxford-University-buildings.html
link,/wiki/Daily_Telegraph
link,https://web.archive.org/web/20130309121431/http://www.telegraph.co.uk/education/universityeducation/universities-and-colleges/9912968/Philip-Pullman-campaigns-for-demolition-of-brutal-new-Oxford-University-buildings.html
link,#cite_ref-82
link,#cite_ref-83
link,https://www.wythamwoods.ox.ac.uk/research-woods
link,#cite_ref-84
link,http://www.sjc.ox.ac.uk/395-732/Biological-Sciences-.html
link,https://web.archive.org/web/20131018072117/http://www.sjc.ox.ac.uk/395-732/Biological-Sciences-.html
link,#cite_ref-85
link,https://libguides.bodleian.ox.ac.uk/c.php?g=422891&p=2887902
link,#cite_ref-86
link,https://books.google.com/books?id=B7kUAAAAQAAJ&pg=PA24
link,#cite_ref-87
link,https://www.proctors.ox.ac.uk/
link,https://web.archive.org/web/20201223203211/https://www.proctors.ox.ac.uk/
link,#cite_ref-OXCHEPS39_88-0
link,http://oxcheps.new.ox.ac.uk/MainSite%20pages/Resources/OxCHEPS_OP39.pdf
link,https://web.archive.org/web/20110721195554/http://oxcheps.new.ox.ac.uk/MainSite%20pages/Resources/OxCHEPS_OP39.pdf
link,#cite_ref-89
link,http://www.confcoll.ox.ac.uk/
link,https://web.archive.org/web/20170913052216/http://www.confcoll.ox.ac.uk/
link,#cite_ref-90
link,https://web.archive.org/web/20131022010939/https://weblearn.ox.ac.uk/access/content/group/test1-conf-coll/Public%20Documents/conf_coll_leaflet_web%20final.pdf
link,https://weblearn.ox.ac.uk/access/content/group/test1-conf-coll/Public%20Documents/conf_coll_leaflet_web%20final.pdf
link,#cite_ref-91
link,https://web.archive.org/web/20130804172404/http://www.admin.ox.ac.uk/councilsec/gov/gov_expl/
link,http://www.admin.ox.ac.uk/councilsec/gov/gov_expl/
link,#cite_ref-OxUni2018_92-0
link,#cite_ref-OxUni2018_92-1
link,#cite_ref-OxUni2018_92-2
link,https://www.ox.ac.uk/sites/files/oxford/field/field_document/University%20of%20Oxford%2C%20Financial%20Statements%202017-2018.pdf
link,https://web.archive.org/web/20190223034837/https://www.ox.ac.uk/sites/files/oxford/field/field_document/University%20of%20Oxford%2C%20Financial%20Statements%202017-2018.pdf
link,#cite_ref-OxColl2018_93-0
link,#cite_ref-OxColl2018_93-1
link,http://d307gmaoxpdmsg.cloudfront.net/collegeaccounts1718/aggregated.pdf
link,https://web.archive.org/web/20190411222529/http://d307gmaoxpdmsg.cloudfront.net/collegeaccounts1718/aggregated.pdf
link,#cite_ref-OxUni2022_94-0
link,https://www.ox.ac.uk/sites/files/oxford/Oxford%20University%20Financial%20Statements%202021-22.pdf
link,#cite_ref-95
link,https://web.archive.org/web/20121202183035/https://www.ox.ac.uk/media/news_stories/2007/070213.html
link,http://www.ox.ac.uk/media/news_stories/2007/070213.html
link,#cite_ref-96
link,https://www.theguardian.com/environment/2014/jun/02/oxford-university-fund-fossil-fuel-climate-crisis
link,https://web.archive.org/web/20170327172615/https://www.theguardian.com/environment/2014/jun/02/oxford-university-fund-fossil-fuel-climate-crisis
link,#cite_ref-97
link,https://www.ox.ac.uk/news-and-events/fossil-fuel-divestment
link,https://web.archive.org/web/20211102221741/https://www.ox.ac.uk/news-and-events/fossil-fuel-divestment
link,#cite_ref-98
link,https://www.independent.co.uk/news/education/education-news/oxford-university-fossil-fuels-net-zero-student-campaigns-investment-a9478431.html
link,https://web.archive.org/web/20211102221731/https://www.independent.co.uk/news/education/education-news/oxford-university-fossil-fuels-net-zero-student-campaigns-investment-a9478431.html
link,#cite_ref-Guardian_May_2018_99-0
link,https://www.theguardian.com/education/2018/may/28/oxford-and-cambridge-university-colleges-hold-21bn-in-riches
link,https://web.archive.org/web/20190603202132/https://www.theguardian.com/education/2018/may/28/oxford-and-cambridge-university-colleges-hold-21bn-in-riches
link,#cite_ref-100
link,http://www.campaign.ox.ac.uk/
link,https://web.archive.org/web/20130127192443/http://www.campaign.ox.ac.uk/
link,#cite_ref-101
link,https://web.archive.org/web/20100724043847/http://www.campaign.ox.ac.uk/campaign/the_campaign/index.html
link,http://www.campaign.ox.ac.uk/campaign/the_campaign/index.html
link,#cite_ref-OxUni2015_102-0
link,http://www.ox.ac.uk/sites/files/oxford/field/field_document/Financial_Statements2014_15.pdf
link,https://web.archive.org/web/20151222221204/http://www.ox.ac.uk/sites/files/oxford/field/field_document/Financial_Statements2014_15.pdf
link,#cite_ref-103
link,https://www.theguardian.com/education/2017/nov/10/oxford-all-souls-college-scholarship-slavery-legacy-caribbean-christopher-codrington
link,https://web.archive.org/web/20211109043043/https://www.theguardian.com/education/2017/nov/10/oxford-all-souls-college-scholarship-slavery-legacy-caribbean-christopher-codrington
link,#cite_ref-104
link,https://www.oriel.ox.ac.uk/cecil-john-rhodes-1853-1902
link,https://web.archive.org/web/20211101225215/https://www.oriel.ox.ac.uk/cecil-john-rhodes-1853-1902
link,#cite_ref-105
link,https://ghostarchive.org/archive/20211228/https://www.nytimes.com/2021/06/10/world/europe/cecil-rhodes-statue-oxford.html
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0362-4331
link,https://www.nytimes.com/2021/06/10/world/europe/cecil-rhodes-statue-oxford.html
link,#cite_ref-106
link,https://www.oxfordmail.co.uk/news/6606632.demonstration-mars-opening-said-school/
link,https://web.archive.org/web/20211108234021/https://www.oxfordmail.co.uk/news/6606632.demonstration-mars-opening-said-school/
link,#cite_ref-107
link,https://www.theguardian.com/education/2001/dec/10/highereducation.mbas
link,https://web.archive.org/web/20211109162949/https://www.theguardian.com/education/2001/dec/10/highereducation.mbas
link,#cite_ref-108
link,https://yaledailynews.com/blog/2019/10/01/schwarzman-donation-to-oxford-draws-criticism/
link,https://web.archive.org/web/20210121214045/https://yaledailynews.com/blog/2019/10/01/schwarzman-donation-to-oxford-draws-criticism/
link,#cite_ref-109
link,https://unearthed.greenpeace.org/2015/10/23/data-top-universities-take-134m-from-fossil-fuel-giants-despite-divestment-drive/
link,https://web.archive.org/web/20211102221732/https://unearthed.greenpeace.org/2015/10/23/data-top-universities-take-134m-from-fossil-fuel-giants-despite-divestment-drive/
link,#cite_ref-110
link,https://www.ft.com/content/904d4f91-172d-428c-94ee-bcc6f36c83c0
link,https://ghostarchive.org/archive/20221210/https://www.ft.com/content/904d4f91-172d-428c-94ee-bcc6f36c83c0
link,#cite_ref-111
link,https://www.oxfordmail.co.uk/news/19475235.shocking-findings-oxford-universitys-ties-big-oil/
link,https://web.archive.org/web/20211102221733/https://www.oxfordmail.co.uk/news/19475235.shocking-findings-oxford-universitys-ties-big-oil/
link,#cite_ref-112
link,https://www.bbc.com/news/education-59232955
link,/wiki/BBC_News
link,https://web.archive.org/web/20211110153956/https://www.bbc.com/news/education-59232955
link,#cite_ref-113
link,https://www.theguardian.com/education/2021/nov/07/oxford-university-alexander-mosley-charitable-trust
link,/wiki/The_Guardian
link,https://web.archive.org/web/20211110191840/https://www.theguardian.com/education/2021/nov/07/oxford-university-alexander-mosley-charitable-trust
link,#cite_ref-114
link,http://www.nature.com/naturejobs/2005/050707/full/nj7047-144a.html
link,https://web.archive.org/web/20101117163616/http://www.nature.com/naturejobs/2005/050707/full/nj7047-144a.html
link,#cite_ref-115
link,https://www.ox.ac.uk/sites/files/oxford/AnnualAdmissionsStatisticalReport2023.pdf
link,https://web.archive.org/web/20230601093612/https://www.ox.ac.uk/sites/files/oxford/AnnualAdmissionsStatisticalReport2023.pdf
link,#cite_ref-116
link,https://www.ox.ac.uk/sites/files/oxford/AnnualAdmissionsStatisticalReport2022.pdf
link,https://web.archive.org/web/20220626110025/https://www.ox.ac.uk/sites/files/oxford/AnnualAdmissionsStatisticalReport2022.pdf
link,#cite_ref-117
link,https://www.ox.ac.uk/sites/files/oxford/AnnualAdmissionsStatisticalReport2021.pdf
link,https://web.archive.org/web/20230325093931/https://www.ox.ac.uk/sites/files/oxford/AnnualAdmissionsStatisticalReport2021.pdf
link,#cite_ref-118
link,https://www.ox.ac.uk/sites/files/oxford/Annual%20Admissions%20Statistical%20Report%202020.pdf
link,https://web.archive.org/web/20210312145003/https://www.ox.ac.uk/sites/files/oxford/Annual%20Admissions%20Statistical%20Report%202020.pdf
link,#cite_ref-119
link,https://www.ox.ac.uk/sites/files/oxford/Admissions%20Report%202019.pdf
link,https://web.archive.org/web/20230310031754/https://www.ox.ac.uk/sites/files/oxford/Admissions%20Report%202019.pdf
link,#cite_ref-CUG_Entry_120-0
link,https://www.thecompleteuniversityguide.co.uk/league-tables/rankings?tabletype=full-table&sortby=entry-standards
link,https://web.archive.org/web/20210125195135/https://www.thecompleteuniversityguide.co.uk/league-tables/rankings?tabletype=full-table&sortby=entry-standards
link,#cite_ref-121
link,https://www.hesa.ac.uk/data-and-analysis/students/where-study#provider
link,https://web.archive.org/web/20201104163711/https://www.hesa.ac.uk/data-and-analysis/students/where-study#provider
link,#cite_ref-HESA_ethnicity_122-0
link,https://www.hesa.ac.uk/data-and-analysis/students/whos-in-he/characteristics
link,https://web.archive.org/web/20230210004129/https://www.hesa.ac.uk/data-and-analysis/students/whos-in-he/characteristics
link,#cite_ref-124
link,https://www.hesa.ac.uk/data-and-analysis/performance-indicators/widening-participation
link,https://web.archive.org/web/20230206041422/https://www.hesa.ac.uk/data-and-analysis/performance-indicators/widening-participation
link,#cite_ref-Times23_125-0
link,https://www.thetimes.co.uk/article/good-university-guide-in-full-tp6dzs7wn
link,https://web.archive.org/web/20220222124044/https://www.thetimes.co.uk/article/good-university-guide-in-full-tp6dzs7wn
link,#cite_ref-127
link,http://researchbriefings.files.parliament.uk/documents/SN00616/SN00616.pdf
link,https://web.archive.org/web/20160307043908/http://researchbriefings.files.parliament.uk/documents/SN00616/SN00616.pdf
link,#cite_ref-128
link,https://publications.parliament.uk/pa/ld200203/ldhansrd/vo030605/text/30605w03.htm#30605w03_sbhd2
link,https://web.archive.org/web/20161220081811/http://www.publications.parliament.uk/pa/ld200203/ldhansrd/vo030605/text/30605w03.htm#30605w03_sbhd2
link,#cite_ref-129
link,https://web.archive.org/web/20090201114118/http://ucas.com/students/importantdates
link,http://www.ucas.com/students/importantdates
link,/wiki/University_of_Cambridge
link,#cite_ref-130
link,https://www.bbc.com/news/education-46470838
link,https://web.archive.org/web/20230122190704/https://www.bbc.com/news/education-46470838
link,#cite_ref-131
link,https://web.archive.org/web/20120822114305/http://www.music.ox.ac.uk/assets/files/Chor_Org_Downloads/OrgAwards2009.pdf
link,http://www.music.ox.ac.uk/assets/files/Chor_Org_Downloads/OrgAwards2009.pdf
link,#cite_ref-132
link,https://web.archive.org/web/20091001013817/http://www.ucas.com/students/applying/faqs/eligibility/faq1
link,http://www.ucas.com/students/applying/faqs/eligibility/faq1
link,#cite_ref-133
link,https://www.telegraph.co.uk/education/2016/10/19/which-elite-universities-have-the-highest-offer-rates/
link,https://web.archive.org/web/20161021201613/http://www.telegraph.co.uk/education/2016/10/19/which-elite-universities-have-the-highest-offer-rates/
link,#cite_ref-134
link,http://www.ox.ac.uk/admissions/undergraduate_courses/colleges/how_do_i_choose_a_college/index.html
link,https://web.archive.org/web/20100110064825/http://www.ox.ac.uk/admissions/undergraduate_courses/colleges/how_do_i_choose_a_college/index.html
link,#cite_ref-135
link,https://www.bbc.co.uk/news/uk-england-oxfordshire-53242810
link,/wiki/BBC_News
link,#cite_ref-136
link,https://cherwell.org/2023/05/20/oxford-interviews-stay-online/
link,/wiki/Cherwell_(newspaper)
link,#cite_ref-137
link,http://www.bioch.ox.ac.uk/aspsite/index.asp?pageid=462
link,https://web.archive.org/web/20110606054422/http://www.bioch.ox.ac.uk/aspsite/index.asp?pageid=462
link,#cite_ref-138
link,http://www2.physics.ox.ac.uk/study-here/undergraduates/faqs/faq-admissions
link,https://web.archive.org/web/20130707214158/http://www2.physics.ox.ac.uk/study-here/undergraduates/faqs/faq-admissions
link,#cite_ref-139
link,https://www.theguardian.com/education/2015/dec/12/oxford-cambridge-state-school-admissions-failure
link,/wiki/TheGuardian.com
link,https://web.archive.org/web/20180302164546/https://www.theguardian.com/education/2015/dec/12/oxford-cambridge-state-school-admissions-failure
link,#cite_ref-140
link,http://news.bbc.co.uk/1/hi/talking_point/764767.stm
link,https://web.archive.org/web/20090531132009/http://news.bbc.co.uk/1/hi/talking_point/764767.stm
link,#cite_ref-BBC_state_141-0
link,#cite_ref-BBC_state_141-1
link,https://www.bbc.co.uk/news/education-37250916
link,/wiki/BBC
link,https://web.archive.org/web/20180315114119/http://www.bbc.co.uk/news/education-37250916
link,#cite_ref-OU_Facts_142-0
link,https://www.ox.ac.uk/about/facts-and-figures/admissions-statistics/undergraduate-students/current/school-type?wssl=1
link,https://web.archive.org/web/20180916090455/https://www.ox.ac.uk/about/facts-and-figures/admissions-statistics/undergraduate-students/current/school-type?wssl=1
link,#cite_ref-Post16Ind_143-0
link,https://www.independent.co.uk/news/education/education-news/number-of-pupils-attending-independent-schools-in-britain-on-the-rise-figures-show-10215959.html
link,/wiki/The_Independent
link,https://web.archive.org/web/20180918160530/https://www.independent.co.uk/news/education/education-news/number-of-pupils-attending-independent-schools-in-britain-on-the-rise-figures-show-10215959.html
link,#cite_ref-144
link,https://web.archive.org/web/20180303225409/https://public.tableau.com/views/UoO_UG_Admissions/SchoolType?%3Aembed=y&%3Adisplay_count=yes&%3AshowTabs=y&%3AshowVizHome=no
link,https://public.tableau.com/views/UoO_UG_Admissions/SchoolType?%3Aembed=y&%3Adisplay_count=yes&%3AshowTabs=y&%3AshowVizHome=no
link,#cite_ref-145
link,https://www.ox.ac.uk/sites/files/oxford/Annual%20Admissions%20Statistical%20Report%202020.pdf
link,https://web.archive.org/web/20210312145003/https://www.ox.ac.uk/sites/files/oxford/Annual%20Admissions%20Statistical%20Report%202020.pdf
link,#cite_ref-146
link,https://www.bbc.co.uk/news/uk-44221469
link,https://web.archive.org/web/20180523093208/http://www.bbc.co.uk/news/uk-44221469
link,#cite_ref-147
link,https://www.theguardian.com/education/2017/oct/19/oxford-accused-of-social-apartheid-as-colleges-admit-no-black-students
link,https://web.archive.org/web/20230115013546/https://www.theguardian.com/education/2017/oct/19/oxford-accused-of-social-apartheid-as-colleges-admit-no-black-students
link,#cite_ref-Yeomans_148-0
link,#cite_ref-Yeomans_148-1
link,https://www.thetimes.co.uk/article/oxford-university-accepts-over-100-black-students-cngl73kpw
link,/wiki/The_Times
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/0140-0460
link,https://web.archive.org/web/20210205024035/https://www.thetimes.co.uk/article/oxford-university-accepts-over-100-black-students-cngl73kpw
link,#cite_ref-inews.co.uk-2021_149-0
link,#cite_ref-inews.co.uk-2021_149-1
link,https://inews.co.uk/news/education/oxford-university-black-minority-ethnic-students-record-high-858051
link,https://web.archive.org/web/20210204140054/https://inews.co.uk/news/education/oxford-university-black-minority-ethnic-students-record-high-858051
link,#cite_ref-150
link,https://www.standard.co.uk/news/uk/oxford-university-ethnic-minority-students-b918678.html
link,https://web.archive.org/web/20210204185038/https://www.standard.co.uk/news/uk/oxford-university-ethnic-minority-students-b918678.html
link,#cite_ref-151
link,https://web.archive.org/web/20080527150600/http://www.admin.ox.ac.uk/examregs/03-00_REGULATIONS_ON_THE_NUMBER_AND_LENGTH_OF_TERMS.shtml
link,http://www.admin.ox.ac.uk/examregs/03-00_REGULATIONS_ON_THE_NUMBER_AND_LENGTH_OF_TERMS.shtml
link,#cite_ref-152
link,https://staff.admin.ox.ac.uk/working-at-oxford/new-to-the-university/university-year-and-events
link,https://web.archive.org/web/20210422071736/https://staff.admin.ox.ac.uk/working-at-oxford/new-to-the-university/university-year-and-events
link,#cite_ref-153
link,https://web.archive.org/web/20130709220145/http://www.hepi.ac.uk/files/33TheacademicexperienceofstudentsinEnglishuniversities2007.pdf
link,http://www.hepi.ac.uk/files/33TheacademicexperienceofstudentsinEnglishuniversities2007.pdf
link,#cite_ref-154
link,https://www.theguardian.com/education/2007/mar/22/highereducation.internationaleducationnews
link,https://web.archive.org/web/20140414051743/http://www.theguardian.com/education/2007/mar/22/highereducation.internationaleducationnews
link,#cite_ref-155
link,https://web.archive.org/web/20140413150702/http://www.clarendon.ox.ac.uk/informationforapplicants/eligibility/
link,http://www.clarendon.ox.ac.uk/informationforapplicants/eligibility/
link,#cite_ref-156
link,http://www.clarendon.ox.ac.uk/about/history/
link,https://web.archive.org/web/20140413150925/http://www.clarendon.ox.ac.uk/about/history/
link,#cite_ref-157
